index,Text,Type,pred
101957,"Vale la pena el carrito de golf en coche! Después de leer las críticas aquí estábamos emocionados de probar el Mango Cafe. Nos detuvimos nuestra Isla Mujures mapa y nos montamos en un carrito de golf para hacer el viaje de Playa Arena en la playa norte. valió la pena buscarlo. Los buenos mojitos,...guacamole y tuve la West Indian tacos de pollo con salsa de cacahuate, delicioso! Todo nuestro grupo de 5 nos encantó todo lo que comimos. Cuando nos dirigimos de regreso a la Isla este será nuevamente una de nuestras paradas.Más",Restaurant,Attractive
170484,"Me encanta el correosos pesos Un viaje a la Isla no estaría completa sin pasar algún tiempo en el correosos pesos. El ambiente es siempre tan divertido y hacen magníficas bebidas! esperamos que estas personas están de negocios para siempre, así que pueden visitar cada vez que visita la isla.",Restaurant,Attractive
204383,"Conocer Lugar lindo para recorrer y conocer. Gente amena y muchas cosas para hacer. Si quieren comer barato y buena atención y con comida típica y postres artesanales con helados en su cascara original deben de ir a comer a ""Taqueria Lalo's"" bueno, bonito y barato. Ejemplo helado de coco en su coco, etc muy bueno y fresco ",Attractive,Restaurant
66939,Una servicio increíble Muy recomendable el temazcal con una atención única y personalizada. Desayuno delicioso. Recomendable al 100%.,Attractive,Hotel
112965,"Entorno peculiar Un restaurante en una cueva subterránea que ofrecen un respiro del calor de mediodía. La comida está bien, pero nada especial, para el entorno. No puede haber entretenimiento, pero no había ningún cuando nos fuimos. Si estás visitando las pirámides, Parque en el museo/entrada Sol...pirámide, que está al lado de la carretera desde el restaurante.Más",Restaurant,Attractive
207706,"Metimos en mientras que caminar a lo largo de la costa. Paramos tarde en la mañana para un par de batidos. Estaban bastante normalita, pero el lugar parece estar orientada en el mercado de la distribución y entretenimiento que ofrecer.",Restaurant,Attractive
58713,"Un Tesoro inolvidable  Para los amantes de lo natural, lo arquitectónico y la historia está este lugar inolvidable, encontrar construcciones conservadas de este tipo hoy día es muy difícil pero en este lugar podemos hacerlo, lo más impresionante son los grandes hornos donde fundían los metales no sólo los hornos ingleses sino los españoles, me parece que este lugar de gran historia es un ejemplo de cómo se puede conservar un inmueble histórico sin que sufra cambios estructurales.  Es un lugar que estoy obligado a ir cada que visite el estado de Hidalgo pues es un lugar MUY RECOMENDABLE ",Hotel,Attractive
30017,"Comodo Lugar En esta ocación visite el hotel solo y vivi la misma experencia, muy comodo lugar,  limpio, buena ubicacion y excelente servicio del lugar",Restaurant,Hotel
52775,"Desorden en la recepción ! Me recomendaron este restaurante al llegar a Tlaquepaque, pero fue imposible entrar pues esta desorganizada la recepción, entra el que quiere o al que conocen y pase más de 40 minutos en un vestíbulo con mucha gente y fue muy desagradable, me tuve que retirar...Más",Restaurant,Hotel
80847,El lago esta en mantenimiento Para lo que conozcan aquí saben que puedes pescar en un lago tu propia trucha y llevarla a que la preparen... nada más fresco y delicioso pero el lago esta cerrado por mantenimiento y dicen que va a tardar mucho en ser reabierto... así que se tiene que pescar en un lugar muy chiquito y con un hilo pegado a un palo de escoba... de ay en fuera la comida es deliciosa y es una gran lugar para todo tipo de parejas.. familia etc...,Attractive,Restaurant
75314,"Aventura en cuatrimoto Excelente servicio, motos nuevas y perfectamente bien mantenidas. Todo perfecto. Una experiencia increíble. Van a regresar con una gran sonrisa! :)))",Attractive,Hotel
200375,"Nos cobraron de más Nos cobraron 100 pesos de más, no nos dejaban llevarnos la factura pero tomamos foto y la revisamos en el hotel.",Restaurant,Attractive
128896,"Todo genial, un sitio precioso Nos trataron muy bien, proporcionándonos el nido que habíamos reservado y parking para el coche. Pasamos un día genial, gracias a Karla y su equipo. El sitio es precioso y único en Tulum. La comida tb buena  . Precios acordes con el lugar",Hotel,Restaurant
84869,"Excelente  El Club de Playa muy lindo, la comida muy rica y el servicio de Juan Carlos muy bueno. Definitivamente lo recomiendo para pasar un día maravilloso frente al mar. La playa tranquila con casi nada de sargazo se podía nadar súper bien. Excelente!  ",Hotel,Attractive
108937,"la laguna en esta parte es muy bonita el servicio del restaurante es pésimo, todo te quieren cobrar y la comida no es buena y muy cara para el lugar",Attractive,Restaurant
162842,"Hermosa playa El lugar está a unos pocos kilómetros de las ruinas, se puede venir en bicicleta desde Tulum, puedes ir sin alojarse en el hotel. La playa es impresionante y ni siquiera se llena! Las bebidas también estaban bien y nos pasamos una tarde muy relajante. Los camareros podrían haber llegado un poco más frecuentemente.",Hotel,Attractive
47770,Nómada Mágico Esta es otra joya? de un hotel Perfecto en todo sentido. Relajado y divertido. Hermosa playa de arena blanca? Fantástico servicio y cocina. Música en vivo en la playa. Simplemente hermoso ? El personal es increíble y muy confiable.,Hotel,Attractive
25864,"Experiencia Ãºnica Me encanta este lugar, los mejores atardeceres en la playa de Sayulita, gran ambiente nocturno y perfecto para salir de la rutina.",Attractive,Restaurant
145640,Hermosa y funcional suite En nuestro recorrido por el sureste Bacalar fue uno de nuestros destinos.   El Lugar es bastante funcional.   Está ubicado en el pueblo. Exactamente en frente de la plaza principal.     Caminando llegas a los muelles y a los diversos tours que se ofrecen para visitar la laguna.    O el cenote negro.     ,Hotel,Attractive
154935,"Tulum está arruinado. 1 de 5 Si alguna vez Tulum fue un paraíso, se ha convertido en un infierno tropical. El primer problema fue el viaje en taxi desde la estación de autobuses hasta el hotel. La pequeña carretera costera es apenas lo suficientemente grande para un caballo y un carro, pero tiene que hacer frente a los niveles de tráfico de Nueva York que rugen frente a su hotel día y noche. Los hoteles boutique son enormemente caros y bastante deteriorados/mal mantenidos. La comida es peor. $20 por un desayuno muy mediocre. El lugar está lleno de falsos yoguis/fiestas de instagram, asistentes aparentemente con más dinero que sentido común. La playa está inundada de pestilentes algas sargazos que por su cantidad es imposible de limpiar para los lugareños. Hay numerosas farmacias dudosas que ofrecen medicamentos baratos como viagra. Al igual que sus restos mayas, Tulum es ahora una ruina ambiental. Evitar.",Attractive,Hotel
18032,"Gran lugar Me alojé aquí con mi familia de abril 07 de abril 11. La piscina es buena, pero la mejor es la playa. Me siento este lugar es bendecido con la mejor parte de la playa norte. La playa maya es buena y el apartamento está muy cerca de Hidalgo y Juárez, que está llena de restaurantes. Altamente recomendado.",Hotel,Attractive
158584,"Excellent beach club experience Despues de buscar algun beachclub cool para pasar el dia, ya que nos alojabamos en Playa del Carmen, encontre dos, la zebra y otro que por respeto no nombrare.Llegamos al otro y muy antipaticos, no nos hicieron caso y el sitio no me pareció agradable...Más",Restaurant,Attractive
102018,"Imperdible Si vas a Cabo, Todos Santos o La Paz, entonces usted debe parar en la garita - alquilar un coche y conducir hasta la costa oeste unos 45 minutos, vale la pena. La mejor comida que he probado en baja y tienen un rancho que...se puede caminar, ver los animales, y tienen un pavo!Más",Restaurant,Attractive
118410,Excelente El mejor colchón y almohadas que he probado. Excelente el comedor. Precioso el jardín. La mejor ubicación. Lo único que le hace falta es una banca en la entrada pues debimos permanecer parados hasta 20 minutos mientras nos recogía el tour.,Hotel,Attractive
156779,"Visita a la playa Una de la mejores playas para disfrutar. Hoy  estuvo un día fenomenal. Entre la comida, bebida y la mejor música y que mejor con la mejor guía de Jessica, Amy y Luisa se que volveré a este lugar para disfrutar de la playa y más del ambiente de la música",Hotel,Attractive
21320,"Céntrico pero muy básico El hotel está bien situado, en la zona norte de la isla, cerca de Playa Norte, bares y restaurantes y del puerto a Cancún. Pero es muy viejo y está descuidado, sucio y feo, muchas cosas rotas... no me parece que valga lo que cuesta.",Hotel,Attractive
175086,"Maravilloso lugar. El Mezzanine se encuentra en la parte sur de la playa de Tulum, sobre unas rocas y con unas vistas preciosas de la playa. 
Tiene una zona de restaurante y una terraza con barra sobre la playa en la que también te sirven la comida....Más",Restaurant,Attractive
11059,"Agendenlo en su bitacora de viajes!! El describir este lugar es quedarse corto, el ponerles una foto no le hace los honores al lugar; supongo que visitar este lugar en temporada de lluvia implicaría cambiarle el nombre a este lugar, para que lo consideren; deben saber que la llegada a este lugar es un poco complicado, por la distancia y en consecuencia los tiempos  (4-5hrs en vehículo particular; 5-6hrs buseta)para el traslado; se encuentra cerca de Palenque, a través de un camino sinuoso, durante el mes de Enero había muchos tramos en reparación, para que tomen sus precauciones; al ingreso al lugar, hay cuota de recuperación para asegurar el mantenimiento; hay opciones de comida en el lugar (platillos y antojitos mexicanos); podrán encontrar artesanías como opción para souvenir´s; no olviden llevar una buena cámara que capte lo más distinguido de este lugar, impresionante vista de la naturaleza; dense un baño en las áreas respectivas para esta actividad y no permitan que se haga tarde para su regreso; sí planean regresar a San Cristóbal después de las cascadas, no lo hagan por la noche, hay muchos riesgos en el camino, lo digo por experiencia!",Attractive,Hotel
93703,"Increíble Fuimos a 5 ago 2009 de Tulum, hacía mucho calor pero increíble lo recomiendo el viaje a todo el mundo. La historia detrás, y el sceanry te dejará pasmado lejos. Nos dieron un tour gratuito aunque nuestro complejo en el que nos alojamos en el Moon Palace spa y al campo de golf resort fuera de Cancún",Attractive,Hotel
162199,"Calidez Encontré este maravilloso lugar dentro de el hotel villa tequila, el desayuno estuvo perfecto el servicio excelente de la joven Lucila con su profesionalidad y atención convirtió el mejor desayuno aya tenido.",Restaurant,Hotel
51555,"Comida espectacular  Todo lo que probamos estuvo delicioso. Hermoso lugar, patio muy agradable.  Ensalada Naranjo, Tacos de Charales, Tostada Tariacuri, Short Rib  Justo en la Plaza del centro. Además muy lindas tiendas allí mismo",Hotel,Restaurant
107194,"Restaurante La Zebra Restaurante La Zebra y el club de playa es impresionante. Sin duda recomiendo tener comida y unas copas aquí y luego tomando el sol en sus tumbonas/cabinas. Nos alojamos en la ciudad de Tulum y alquilamos bicicletas para llegar aquí. El restaurante/hotel tenía parking de bicicletas y estamos muy acogedor aunque no fueron huéspedes en el hotel. Tuvimos el maíz a la parrilla tacos de pollo y guacamole, vegano y todos ceviche eran deliciosos y con una presentación. El personal es atento y servicial y la playa es exageradamente bueno.",Hotel,Restaurant
78858,"no te molestes Absolutamente horrible lugar donde todo el mundo está justo detrás de su dinero. Los taxis son ridículamente caros y extremadamente groseros si no les das propina. La comida es una maldita basura a menos que quieras gastar más de 200 en una comida para dos. ¡He viajado por la mayor parte del mundo y este lugar es realmente el peor! No te molestes en venir, trata de encontrar un lugar menos turístico donde los lugareños sean acogedores. . ,",Attractive,Restaurant
8092,"Mejor lugar de puesta Tienen un pequeÃ±o bar con mesas en la playa para sentarse y ver la puesta de sol. No estaba lleno, asÃ­ que era agradable para tener una vista clara de la puesta de sol.",Attractive,Restaurant
28218,"Muy buen lugar para olvidar el mundo Habitaciones comodas, con el sabor de antaño, pero comodidades del presente. Rerstaurante muy bueno (pide las gorditas ifladas), precios razonable, facturan bien y de inmediato. En resumen muy buen lugar",Hotel,Restaurant
164153,"Bellísimo sitio! Estábamos de vacaciones en Playa del Carmen y nos llevaron unos amigos que viven en Cancún! 
El sitio tiene una decoración muy bonita y moderna! Además que cuenta con una playa impresionante!!!
Hemos pasado todo el día allí, comida súper rica, muy buen ambiente! Recomiendo!...Más",Restaurant,Attractive
88123,"Deténgase aquí cada vez Gran ambiente divertido en la isla. Paramos aquí cada vez que visitamos. ¡Piscina divertida, excelente esnórquel en el muelle también! Buena comida, servicio amable y hermoso entorno.",Attractive,Restaurant
125903,"Linda vista en un Pueblo Magico hermoso, comida básica La vista es maravillosa, realmente fui con mi esposo para admirar lo bello de la ciudad, la comida no es la gran cosa, menu y platicos básicos, necesitan mas variedad para sacarle provecho a lo hermoso que es el lugar,",Attractive,Restaurant
174604,"Vistas impresionantes En realidad sólo comimos en el restaurante durante un tour privado. El servicio era excepcional y la Red Aguachille era para morirse! Es un grande que sirve suficientemente grande para compartir y hace su boca muy contentos... El bocadillo de atún de aleta también era enorme y delicioso! Pero lo mejor fue la vista de la impresionante playa y las zonas de estar metido en la ""acantilado"" que conducen a la playa. Atención, si vas, el hotel agrega la propina directamente a la factura (no aceptan tarjetas de crédito), pero es sólo del 10%. Así pues el servicio era excepcional, nos dio el servidor otro 10% en pesos. Sin duda tenemos que cuidar de la gente que cuida de usted!",Hotel,Restaurant
31507,"buen lugar mal servicio El lugar muy padre para pasar el rato y nadar y relajarse, había llamado con anterioridad para checar costos y me comentaron que por la pandemia no tenían paquetes o costos definidos, solo lo que se consumiera; desde que llegamos en el hotel excelente saludo y bienvenida, posteriormente en la recepción del parque también buena bienvenida ya en el área del parque los meseros que nos recibieron nos quisieron mover de una área de camastros que por que era para personas hospedadas en el Hotel, nos dijeron que nos tendríamos que mover si llegaba un huesped, le dijimos que no había problema, enseguida los meseros empezaron a acosar diciendo que si en recepción no nos habían dicho que había consumo mínimo a lo cual  contestamos que no y seguían insistiendo, fue tanto el acoso que decidimos abandonar el lugar, cabe mencionar que ya habíamos comenzado a consumir, el lugar tenia muy poca ocupación y pues les hice saber que pensábamos consumir bien pero que no nos había gustado el trato que nos dieron.",Attractive,Hotel
86844,"Honey Moon Excelente servicio al cliente, todo el personal es muy amable y atento. Lindo lugar para escapar de lo cotidiano y relajarse. La comida es deliciosa y mucha variedad en cada tiempo de comida. Sería bueno agregar al menú más comida originaria de México. Mi esposo y yo encantados volveríamos a hospedarnos en el hotel.",Hotel,Restaurant
2881,"Tequila, paquete completo.  Un viaje con todas las comodidades. La Rienda y Destiladora Rubio que ofrecen la experiencia de Tequila en paquete más económico que Mundo Cuervo o la Casa Sauza. Pero incluye todo lo bonito de Tequila.  Tour en el Chile por Tequila, con guia certificado, muy ameno y divertido.  Degustacion de 4 tequilas y 5 licores. Visita guiada por los campos de agave, la Destiladora y la tienda con precio especial.  La Tienda, un hotel en el centro de Tequila, cerca de la vida nocturna, los mercados y las atracciones. Estacionamiento y un servicio muy agradable. Muy limpio y cómodo.  Volvería sin problema. ",Hotel,Attractive
126036,"Mi isla favorita y hotel Este lugar es un paraíso, la ubicación es estupenda, la playa y el mar son increíblemente hermosas, la comida es excelente y las instalaciones también, hicieron un gran trabajo en este lugar.
Uno de los mejores lugares que he estado",Restaurant,Hotel
161954,"perdonar los únicos que no sé La Capilla no es un bar se puede comparar a ninguna otra cosa. Si pasas mucho tiempo allí, con batanga o Paloma, y no te sientes, creo que está sucio, viejo, etc. no es culpa de la Capilla, que es lo que perdió la posibilidad...de disfrutar las cosas, su pasión, historia y amor.Más",Restaurant,Attractive
46359,"No vale la pena No tiene la mejor vista de Taxco y sólo sirve para ir a tomar algo al hotel si es que uno no está hospedado ahí, por cierto que el hotel tiene una excelente vista pero mal servicio...",Attractive,Hotel
143386,"Bacalar belleza Esta fue nuestra última excursión via Playa del Carmen antes de regresar a Canadá después de 3 meses y sinceramente puedo decir que fue el punto culminante de nuestro viaje esta vez. La vista es tan día y noche para cortar la respiración. Sentí que estaba en un barco de crucero en ""la pequeña Italia"".  Teníamos una suite de 2 dormitorios adyacentes w/baños y una linda zona de estar en la entrada. Su decoración está lleno de caracoles en los techos y paredes. Se puede nadar en la piscina y vistas al lago o a su muelle. Su aparentemente una laguna de 7 colores y nunca hemos visto tanta agua azul turquesa en ningún otro sitio. Hicimos una excursión en barco por el río y nos divertimos esnórquel por la tarde. Las comidas eran todos muy buenos. Me tomó muchas fotografías y planeamos",Hotel,Attractive
198824,"Familiar  Un excelente lugar para estar tranquilamente con la familia. Pedimos una cena especial en el mirador y un servicio excelente. Se puede estar con tu mascota sin problema, amplias áreas. Todo el personal en general muy atento. ",Hotel,Restaurant
148964,"Excelente servicio Excelente servicio el personal siempre está muy atento y el lugar es muy bonito, cuidan cada detalle. Tienen servicio d evalet parking y un bar muy bonito. Realmente lo recomiendo para personas que vengan en familia o en pareja. Excele te ubicación. ",Hotel,Restaurant
26669,"Aprobado raspado.... Necesita mejorar. Anticipo que me refiero al restaurante al que he ido mas veces de las que me gustaría, tres, no conozco el Hotel, 
Lo mejor que se puede decir es que esta en Tulum, la ubicación es ideal, decorado con gusto, menú sobre el papel interesante,.......Más",Restaurant,Hotel
47047,"Carnes de calidad, bien preparadas y servidas!!! Una experiencia distinta. Entrañas excelentemente preparadas, a la luz de la luna y con los pies en la arena, tiene su bonus!!! Nos atendió Antonio, un genio!!",Restaurant,Attractive
76770,"LUGAR MÁGICO Un lugar para recordarte lo increible que es estar en el presente, respirar, disfrutar, sentir el sol sobre tu piel y el agua fresca y limpia.  Excelente atención del personal, muy buena comida y el sitio es hermoso. ",Hotel,Attractive
9913,"Como el cielo Me pareció que este lugar es el cielo - vista muy bonita! Yoga en la mañana y en la noche. Lugar tranquilo y relajadas. Muy amables camareros, muy sabroso menú a la carta hasta el último día cuando sucedió algo no tan deliciosa cena y camareros lúgubre. Nos alojamos 7 noches y estuvimos muy contentos!",Hotel,Restaurant
138500,Ideal para pasar el dia Hemos ido con mi pareja. Pasamos todo el día en el beach club frente a la playa. Si llegan temprano tendran amaca en primera linea. La atencion de Rafael nos encantó. La comida es de 10 y el ambiente es muy tranquilo. Súper recomendado. Volveremos!,Hotel,Restaurant
39440,"Parque acuático con un personal atento y vistas Nos alojamos en Casa de los Sueños, y que estaba incluido en nuestra estancia. La mayoría de los parques acuáticos de la isla están configurados para proporcionar acceso a la playa, sillas, y algunas actividades. Todos ellos dan domingueros de Cancún, así como los huéspedes locales.",Attractive,Hotel
116987,"todo Valle en un mismo lugar Lugar encantador, paisajes de montaña, un pequeño lago en donde puedes utilizar kayac, tiroteas, arco, buena comida y terreno suficiente para emprender una caminata, no se pierdan las quesadillas de queso de rancho en el restaurante, una delicia dificil de olvidar",Hotel,Restaurant
174826,"Romántico un excelente lugar y una inmejorable atención, todo los platillos riquísimos. Habitaciones y limpieza de primeraMás",Restaurant,Hotel
113000,"HERMOSA EXPERIENCIA. Realmente fue gratificante estar aquí, la comida deliciosa, la estancia, la limpieza, y todo el entorno hacen que la experiencia la quisiera repetir, pero algo que quiero realmente destacar, es la actitud del mesero Andrés García, muy amable, atento, cordial, y bilingüe, felicidades por tener...Más",Restaurant,Hotel
175786,"Excelente Es la parte del Centro de Valladolid, es muy excelente caminar ahí y alrededor se encuentra los negocios locales y restaurantes y hoteles yo recomiendo un hotel que me ha gustado mucho se llama Casa Tía Micha es muy agradable estar ahí.",Attractive,Hotel
206968,"Muy bien A nosotros nos gustó , es un lugar bastante accesible en cuanto a precio y distancias. Es un lugar muy cálido. El desayuno, bien, cafe, jugo y pan ; el staff muy educado, todo muy bien. El ruido de la calle creo que es inevitable en cualquier lugar de Taxco ya que es muy muy visitado asi que no hay mucho que hacer al respecto. Yo volveria sin duda.",Hotel,Restaurant
10739,"Es un lugar para relajarse mientras los peques juegan El parque es muy bonito,la comida y el servicio es muy bueno realmente te  puedes relajar por que en el área de juegos hay personal super bueno cuidando a los chicos ",Attractive,Restaurant
91010,"mejor tiempo aquí! Este lugar es difícil de encontrar y pudimos encontrar de boca en boca. Hay un cartel de fuera pero todo está en la parte de atrás. ¡Qué gran lugar. es también el lugar donde patriotas que viven en la isla reunirse. Es un bar cuadrado...que todo el mundo se sienta alrededor y no puedes ayudar charlas con más allí! Conocimos a gente encantadora aquí. No comimos aquí pero dicho más la comida era genial. también tiene una pequeña playa con sillas, etc. si prefiere tomar una copa tranquila. Los camareros son un montón de diversión y les gusta jugar trucos en personas como caer una araña falsa sobre el hombro cuando salga del baño. Así que vale la pena quedarse aquí en carro!!!Más",Restaurant,Attractive
26551,"Muy buena experiencia, pero caro El servicio de restaurante es muy rico, cuentan con una buena variedad de alimentos y bebidas, la vista es magnifica, sus instalaciones son muy buenas y limpias. Un familiar olvidó su bolso en el baño y los del restaurante la encontraron y la guardaron sin...Más",Restaurant,Hotel
24753,"Gran hotel y restaurante El hotel está bien decorado y cómodo. Están ubicados en la artística ciudad de Todos Santos. Hay muchas tiendas en la ciudad, así que pensamos pasar algún tiempo para visitar estas tiendas. Llamar con antelación para las reservas. La comida y las bebidas son estupendas....Nuestro grupo de 9 recibieron comidas excelentes. Hablan inglés. El ambiente es muy adecuado para familias y también para una escapada romántica para parejas.Más",Restaurant,Hotel
28235,"Excelente lugar para papas con bebés Super bien el lugar, tiene un aire super tranquilo y un área para niños con niñera hasta las 9pm! Muy rica la comida los meseros excelente atención nos atendió Eduardo. Los precios super accesibles y los postres ni hablar... Sin duda volvemos",Attractive,Restaurant
161479,"Maravilloso Me encanto! Y aprovecho para decirles que tiene un Chef súper espectacular Raul Romero! De verdad que exquisito y fantástico cocina!!! Además de su Exelente Atención junto con su staff! Prepárense que seguro vuelvo muy pronto , muchas gracias!",Hotel,Restaurant
177455,"La preciosa playa y cabañas Me encantaron las habitaciones, fácil acceso a la playa, hermosas plantas y árboles que rodean las cabañas con hamacas. El hotel está en el extremo norte de la playa, con un poco más de acción (pescadores, lugareños) que el extremo sur, que me gustó. Fácil de unirse a un tour de snorkeling justo enfrente por $250 pesos. Me sentí muy seguro y bienvenido como una chica sola!",Hotel,Attractive
204091,"Un lugar relajante Este lugar es muy bonito, lleno de vegetación con una vista increíble del cerro de Tepoztlán, está fuera de lo común aquí en Tepoztlán, ya que es, a la vez elegante y  natural a la vez.",Restaurant,Attractive
9835,"Preciosismo lugar  La vista es espectacular, el lugar está divino, al llegar hay varios Puestecitos de comida, elotes deliciosos, fruta como mango exquisito, y artesanías del lugar.No hay sillas ni mesas para sentarse, si deseas contemplar el lago  puedes sentarte en una piedra o caminar para disfrutar de la naturaleza que lo envuelve. ",Attractive,Restaurant
51416,"Hermoso lugar  Un lugar increíble,el servicio y atención del Personal súper bueno ,comida deliciosa ...100% recomendable ,felicidades a nuestro mesero REYES  muy bonito el lugar y mas que es pet friendly ,tu mascota andara feliz !! ",Hotel,Restaurant
133237,"MUY CARO Hay mariachi en vivo y bailes folklóricos, pero te exigen comprar una ""cazuelita"" por persona. Cada cazuelita cuesta $200 pesos y no es más que refresco y fruta con un poco de jugo y un shot de tequila.",Restaurant,Attractive
192365,"Comer y chacharear Un lugar para aquellos que gustamos no solo de la comida a buen precio sino que nos gustan los lugares con historia. Éste cumple con los requisitos ya que cuentan con una cantidad de artículos antiguos que lo hace extremadamente interesante, un plus a Cuetzalan...Más",Restaurant,Attractive
84256,"gran día en Ziggy es Había un grupo de 9 ir a Ziggy es el 25 de marzo, y tenía un maravilloso día. La comida y las bebidas eran maravillosos y las camas de playa eran fantásticos. El servicio fue muy atento.
La playa en sí es dejar muerto!
ahora...es un destino anual para nosotros.Más",Restaurant,Attractive
44126,"Impresionante edificio y entorno del restaurante y comida fantástica. Impresionante restaurante. Solo unos pocos edificios con espacio para beber y comer en el interior y al aire libre (con sombra adecuada provista). Nos sentamos afuera y tal vez solo había otro grupo almorzando, así que no había mucho ambiente, pero tal vez esa fue la hora a la que fuimos (un domingo alrededor de las 2:30 p.m.). No hicimos el tour del vino, estábamos bastante contentos sentados con nuestro vino y comida. La comida es fabulosa. Ciertamente nos gustó el vino (teníamos rosado) pero no estaba fuera de este mundo. Dicho esto, creo que el entorno y la comida hacen de esta una experiencia de 5 estrellas.",Attractive,Restaurant
189831,De placer Mi visita es conocer sus playas su gente sus artesanías su clima y su vasta vegetación t clima y gozar de su gran hospitalidad. Franco el recepcionista muy amablemente nos comentó de su promoción del hotel,Hotel,Attractive
46166,"Ms Este cenote era absolutamente increíble. Si estás en Valladolid es una visita obligada. Es 30 pesos para entrar e incluso si no quieres ir para nadar, las fotos que puede tomar son más que vale la entrada.",Restaurant,Attractive
72399,"Excelente servicio En general todos son muy muy amables,es un excelente lugar para descansar y todo limpio. El mesero Enrique es muy atento",Restaurant,Hotel
8008,"El mejor sandwich pescado que he tenido! una hilera de asiento delantero donde podíamos ver la actividad en la playa y el agua. Hemos estado muchas veces a lo largo de los años y me di cuenta que había hecho algunos cambios cosméticos, pintura para uno. Además, los vendedores no pueden subir...las rocas ya que venden sus productos como los cantos rodados fueron eliminadas y sustituidas con vegetación tropical - una gran mejora. Mi novia y yo compartimos el sandwich de pescado y es tan delicioso como lo había recordado - filete de mahi fresco a la parrilla y cargadas con sabrosos vestidor y terror. Si te pare a comer es uno numero!!Más",Restaurant,Attractive
44287,"Sùper lugar El restaurante està dentro del Hotel Rancho Encantado.. que es un eco-resort muy còmodo y bello con una vista espectacular y todo el complejo muy bonito y bien ambientado. El restaurante muy bien, buenos precios y excelente atenciòn. Todo el personal es atento y amable......Más",Restaurant,Hotel
196439,¡¡¡¡¡Mejor lugar!!!!! ¡Ve allí! ! !  Lugar asombroso. La comida es la mejor y el chef es muy amable y sorprendente. Gran comida increíble entre México y Asia. Este es el mejor lugar para ir en Valle de Bravo. Si quieres buena comida y atención no te pierdas este increíble y hermoso restaurante.,Hotel,Restaurant
82354,"Una visita obligada No solo tuvimos una gran cena al atardecer, también disfrutamos conocer viajeros de todo el mundo. Pasamos la noche en su habitación alquilada encima del hotel y nos despertamos con la hermosa vista del océano. Habitación limpia, cama cómoda y todo lo que necesitas para...un excelente descanso nocturno. Altamente recomendado !Más",Restaurant,Hotel
173852,"Recomendable A escasos metros del embarcadero al cañón del sumidero, está bien para desayunar antes de abordar la lancha al cañón o para comer después del paseo, elijan el bufet, todo esta rico.",Restaurant,Attractive
107738,"Única opción en el hotel Es la única opción de comida del hotel, el servicio no es el mejor. El personal no es atento excepto por la mesera. La comida es rica, tratan de ser saludables.",Restaurant,Hotel
115428,WOW increíble y super accesible! 2 cenotes y comida por $255 Me gusto mucho mas este cenote que el XKEKENBaños super limpios en el area antes de entrar a los cenotesPersonal super amableA solo 6 km de ValladolidEn cuanto a la comida son antojitos Yucatecos muy ricos y excelente servicio de los meseros,Attractive,Restaurant
75635,"es un lugar precioso.| si pasas por patzcuaro es obligatorio visitar este lugar tan encantador, te aseguro que lo vas a disfrutar.",Attractive,Restaurant
5585,"La mejor propuesta de cholula Es un pequeño club de jazz, donde puedes escuchar a los mejores músicos de méxico a un excelente precio y acompañado de las mejores pizzas que he comido, buena selección de vinos y excelente selección de mezcales",Attractive,Restaurant
180050,"Estancia Un lugar hermoso perfecto para descansar con buena comida, solo un detalle que aun no aclaro , el paseo a la laguna de 7 colores se hizo excesivo el cobro en el centro vale el paseo a $300 pesos mexicanos por persona, solo chequen ese detalle",Hotel,Attractive
39242,"Hermoso hotel y el restaurant no se diga Excelente calidad en el servicio y los paquetes de cena romántica no se diga, si deseas pasar una excelente noche con tu pareja no duden en ir.  El ambiente es agradable y los meseros te atienden de la mejor manera. Si vuelvo a ir . ",Hotel,Restaurant
18872,"AHORA YA TIENEN HOSPEDAJE!! Fuimos a volar en globo con mi novio y encontramos este restaurante que además ofrece hospedaje, muy económico, la cama suavecita y con un edredón bien calientito, limpio y con plaquitas para acabar con los moscos, Rafa súper amable y más aún Don Mario, recomendadísimo!!",Restaurant,Hotel
41433,"Gran Galería únicas y muy hermosas. Un lugar de visita obligada si estás en Todos Santos. Hay muchas galerías en Todos Santos, pero la Galeria es una galería y no te decepcionará su visita.",Attractive,Restaurant
2194,Ermozo lugar en las playas mexicanas  Es una muy buena experiencia pasar el rato  en ese lugar excelente servicio y muy buena comida los platillos maravillosos que da el chef para deleite de sus comensales de ese hotel recomendable al 100% para pasar las vacaciones con amigos o familia ,Hotel,Restaurant
160976,"Desayuno en la habitación Teníamos complementarios a-la-carte desayuno con nuestra habitación. La comida era estupenda, servicio atento. gran hotel",Restaurant,Hotel
197480,Visita turística  Me gustó mucho el lugar nunca lo había visitado y realmente mi perspectiva era diferente hasta  que lo vi El personal es muy amable y te sientes muy cómodo en el lugar.,Attractive,Restaurant
193671,"Magnífica playa! Bonitos bungalows en la playa. No hay cemento, así que prepárate para caminar en la arena por todas partes! La comida era maravillosa, tenía un gran almuerzo de langosta. Bungalows estaban limpias, la cama era muy cómoda. Nos encantó la hamaca en el porche. Muy tranquilo.",Hotel,Attractive
